dataset,seed,split,metric,value
plm4ace_cleaned_2_5,52,train,n_total,397
plm4ace_cleaned_2_5,52,train,cls_label_0,268
plm4ace_cleaned_2_5,52,train,cls_label_1,129
plm4ace_cleaned_2_5,52,train,length_2,73
plm4ace_cleaned_2_5,52,train,length_3,127
plm4ace_cleaned_2_5,52,train,length_4,88
plm4ace_cleaned_2_5,52,train,length_5,109
plm4ace_cleaned_2_5,52,valid,n_total,100
plm4ace_cleaned_2_5,52,valid,cls_label_0,68
plm4ace_cleaned_2_5,52,valid,cls_label_1,32
plm4ace_cleaned_2_5,52,valid,length_2,24
plm4ace_cleaned_2_5,52,valid,length_3,30
plm4ace_cleaned_2_5,52,valid,length_4,22
plm4ace_cleaned_2_5,52,valid,length_5,24
plm4ace_cleaned_2_5,52,test,n_total,125
plm4ace_cleaned_2_5,52,test,cls_label_0,84
plm4ace_cleaned_2_5,52,test,cls_label_1,41
plm4ace_cleaned_2_5,52,test,length_2,25
plm4ace_cleaned_2_5,52,test,length_3,47
plm4ace_cleaned_2_5,52,test,length_4,22
plm4ace_cleaned_2_5,52,test,length_5,31
